"","a99","name","a12","a9","FBK","DRG","kills_ADC","deaths_ADC","assists_ADC","kills_SUP","deaths_SUP","assists_SUP","ADC","SUP","KDA_mean","totalDamageDealtToChampions_mean","visionScore_mean","totalDamageTaken_mean","goldEarned_mean","visionWardsBoughtInGame_mean"
"1937",4909467101,"Draven & Alistar",100,FALSE,TRUE,TRUE,4,7,6,0,8,13,"Draven","Alistar",1.53,11123.5,47.5,19803.5,9454,5
"41185",4909467101,"Jhin & Maokai",200,TRUE,TRUE,FALSE,9,4,8,5,8,12,"Jhin","Maokai",2.83,16562,50,16163,10354.5,5.5
"21272",4909552905,"Ezreal & Thresh",100,TRUE,FALSE,FALSE,9,3,16,4,3,20,"Ezreal","Thresh",8.17,19072.5,61,20427.5,12203.5,6.5
"41186",4909552905,"Syndra & Shaco",200,FALSE,FALSE,TRUE,3,9,12,2,7,10,"Syndra","Shaco",1.69,20121.5,51.5,18850.5,9180.5,7
"1938",4909585986,"Miss Fortune & Morgana",100,FALSE,FALSE,FALSE,4,4,1,1,3,5,"Miss Fortune","Morgana",1.57,8928,37.5,9466,8044.5,7.5
"41187",4909585986,"Jhin & Rakan",200,TRUE,FALSE,TRUE,4,0,7,2,2,14,"Jhin","Rakan",13.5,6383.5,51,7395.5,8956.5,7
"1939",4909612534,"Kai'Sa & Galio",100,TRUE,FALSE,FALSE,5,2,3,0,4,10,"Kai'Sa","Galio",3,6961,43.5,12391,9707,4.5
"41188",4909612534,"Syndra & Leona",200,FALSE,FALSE,TRUE,4,1,2,1,5,4,"Syndra","Leona",1.83,8159,35,10966.5,8193.5,6.5
"1940",4909613576,"Draven & Thresh",100,FALSE,TRUE,FALSE,4,5,5,2,5,13,"Draven","Thresh",2.4,7128.5,40,15284.5,8485.5,6.5
"31024",4909613576,"Aphelios & Pantheon",200,TRUE,TRUE,TRUE,7,4,6,2,5,11,"Aphelios","Pantheon",2.89,15699,42.5,12902,11435,3
"21273",4909623831,"Kai'Sa & Sett",100,FALSE,FALSE,FALSE,0,3,3,1,4,6,"Kai'Sa","Sett",1.43,5783,35,9809,5992,8
"31025",4909623831,"Jhin & Alistar",200,TRUE,TRUE,TRUE,2,1,11,2,1,9,"Jhin","Alistar",12,6743,34.5,9058.5,7431,5.5
"21274",4909631291,"Kai'Sa & Pantheon",100,TRUE,FALSE,TRUE,8,1,6,6,2,14,"Kai'Sa","Pantheon",11.33,15384.5,31,11242.5,10821,6.5
"31026",4909631291,"Draven & Thresh",200,FALSE,FALSE,FALSE,0,4,2,0,5,3,"Draven","Thresh",0.56,4377,26.5,10111.5,5599.5,6.5
"21275",4909690451,"Miss Fortune & Thresh",100,TRUE,TRUE,TRUE,14,4,10,1,6,20,"Miss Fortune","Thresh",4.5,34528,85,23228.5,15816.5,13
"41189",4909690451,"Aphelios & Alistar",200,FALSE,TRUE,FALSE,3,8,5,1,6,16,"Aphelios","Alistar",1.79,11318.5,74.5,25389,13325,12
"21276",4909696554,"Kai'Sa & Bard",100,FALSE,FALSE,TRUE,1,6,2,1,7,7,"Kai'Sa","Bard",0.85,6768,20,14047,6232.5,3
"41190",4909696554,"Jhin & Rumble",200,TRUE,TRUE,FALSE,10,1,7,4,2,14,"Jhin","Rumble",11.67,14374.5,16,9404.5,9437.5,3.5
"21277",4909697510,"Kai'Sa & Maokai",100,FALSE,FALSE,TRUE,11,6,4,1,11,7,"Kai'Sa","Maokai",1.35,22889.5,50,25496.5,11464,5
"41191",4909697510,"Jhin & Galio",200,TRUE,FALSE,FALSE,16,2,9,0,5,23,"Jhin","Galio",6.86,24728.5,54,23181,13492.5,6.5
"21278",4909723396,"Kai'Sa & Rakan",100,TRUE,FALSE,FALSE,3,3,7,1,1,14,"Kai'Sa","Rakan",6.25,8521,69,12365.5,9655,5
"41192",4909723396,"Jhin & Morgana",200,FALSE,FALSE,TRUE,2,3,6,2,7,6,"Jhin","Morgana",1.6,8974,44,13981.5,9027.5,9
"21279",4909778682,"Kai'Sa & Alistar",100,TRUE,FALSE,FALSE,9,2,7,4,4,13,"Kai'Sa","Alistar",5.5,8867.5,30.5,11255.5,8950.5,5.5
"31027",4909778682,"Orianna & Bard",200,FALSE,FALSE,TRUE,0,6,3,1,7,4,"Orianna","Bard",0.62,4612,36,11744.5,5031.5,4
"21280",4909779146,"Orianna & Karma",100,FALSE,FALSE,FALSE,1,5,7,0,2,8,"Orianna","Karma",2.29,7946,38,11673.5,7124.5,7
"41193",4909779146,"Yone & Nautilus",200,TRUE,FALSE,TRUE,8,2,2,2,1,14,"Yone","Nautilus",8.67,9943,38.5,9072,9172,4.5
"1941",4909866379,"Aphelios & Lulu",100,TRUE,FALSE,TRUE,5,5,7,2,5,10,"Aphelios","Lulu",2.4,8119,32.5,10069.5,7752.5,4.5
"41194",4909866379,"Samira & Galio",200,FALSE,FALSE,FALSE,7,6,5,1,5,11,"Samira","Galio",2.18,9760.5,29,14597,7410,4
"21281",4909878472,"Jhin & Leona",100,TRUE,TRUE,FALSE,4,0,8,1,1,12,"Jhin","Leona",25,9869.5,41.5,9618.5,8263.5,8
"41195",4909878472,"Aphelios & Thresh",200,FALSE,TRUE,TRUE,0,5,3,1,3,3,"Aphelios","Thresh",0.88,8623.5,42,12048,6620.5,10
"21282",4909888940,"Jhin & Alistar",100,FALSE,FALSE,FALSE,4,3,3,2,3,5,"Jhin","Alistar",2.33,6397,22.5,8400.5,6355.5,5
"31028",4909888940,"Kai'Sa & Pantheon",200,TRUE,FALSE,TRUE,6,3,4,1,2,6,"Kai'Sa","Pantheon",3.4,8453,41,9044,7622,2.5
"21283",4909901385,"Samira & Gragas",100,TRUE,FALSE,FALSE,5,4,9,3,6,10,"Samira","Gragas",2.7,10096,45,16985.5,9211.5,6
"31029",4909901385,"Orianna & Alistar",200,FALSE,FALSE,TRUE,3,4,4,1,7,9,"Orianna","Alistar",1.55,11534,41,14178.5,8252.5,7.5
"21284",4909917993,"Aphelios & Thresh",100,FALSE,FALSE,TRUE,5,3,9,0,6,11,"Aphelios","Thresh",2.78,13718.5,81.5,17399.5,11257,6
"41196",4909917993,"Kai'Sa & Galio",200,TRUE,FALSE,FALSE,2,5,5,2,4,10,"Kai'Sa","Galio",2.11,11220,57.5,15982,11165,10
"21285",4909934764,"Aphelios & Pantheon",100,TRUE,FALSE,TRUE,5,1,5,3,2,9,"Aphelios","Pantheon",7.33,8339.5,27.5,7244.5,9064.5,6
"41197",4909934764,"Kai'Sa & Leona",200,FALSE,FALSE,FALSE,1,5,1,3,3,2,"Kai'Sa","Leona",0.88,3705.5,22,9179,6139,4.5
"21286",4910113674,"Aphelios & Thresh",100,FALSE,FALSE,FALSE,0,6,3,2,5,6,"Aphelios","Thresh",1,5075,34.5,9616,6624.5,4
"41198",4910113674,"Kennen & Lulu",200,TRUE,FALSE,TRUE,2,4,6,3,2,14,"Kennen","Lulu",4.17,10101.5,37,7854,7658,7
"1942",4910122158,"Aphelios & Galio",100,TRUE,FALSE,TRUE,7,5,8,2,6,15,"Aphelios","Galio",2.91,10128,26,12392.5,9000,5.5
"31030",4910122158,"Jhin & Thresh",200,FALSE,FALSE,FALSE,5,4,8,1,7,13,"Jhin","Thresh",2.45,9520.5,33,13321.5,7219.5,8
"1943",4910127291,"Twitch & Leona",100,FALSE,FALSE,FALSE,4,8,6,2,13,6,"Twitch","Leona",0.86,11741,38.5,23258,9176.5,8
"41199",4910127291,"Aphelios & Thresh",200,TRUE,FALSE,TRUE,12,9,15,5,2,30,"Aphelios","Thresh",5.64,16165.5,53.5,17863.5,13750,7
"21287",4910213370,"Cassiopeia & Alistar",100,TRUE,FALSE,FALSE,7,3,9,0,4,18,"Cassiopeia","Alistar",4.86,11102.5,28,15784,8479,4
"41200",4910213370,"Jhin & Pantheon",200,FALSE,FALSE,TRUE,4,5,4,4,13,7,"Jhin","Pantheon",1.06,11506.5,19,15637.5,8106.5,2
"21288",4910216947,"Jhin & Pyke",100,FALSE,FALSE,FALSE,2,3,2,3,4,5,"Jhin","Pyke",1.71,5527,54,11249.5,8455.5,7.5
"31031",4910216947,"Miss Fortune & Maokai",200,TRUE,TRUE,TRUE,5,2,8,0,3,12,"Miss Fortune","Maokai",5,10478,34.5,10615,8433,4.5
"21289",4910289850,"Vayne & Taric",100,FALSE,FALSE,FALSE,4,5,3,1,3,10,"Vayne","Taric",2.25,6830.5,16.5,9647,7164.5,2.5
"31032",4910289850,"Tristana & Shen",200,TRUE,FALSE,TRUE,3,5,6,1,5,11,"Tristana","Shen",2.1,6416.5,26.5,10754,7152.5,4
"21290",4910298558,"Tristana & Alistar",100,FALSE,FALSE,TRUE,7,6,5,1,7,11,"Tristana","Alistar",1.85,13018.5,43.5,22005,9645.5,8.5
"31033",4910298558,"Samira & Rakan",200,TRUE,FALSE,FALSE,11,5,8,2,5,18,"Samira","Rakan",3.9,18593,71,17596.5,11814.5,7.5
"1944",4910332887,"Lucian & Soraka",100,TRUE,FALSE,TRUE,4,5,9,0,7,15,"Lucian","Soraka",2.33,15760,60,21083.5,10726.5,2.5
"41201",4910332887,"Jhin & Alistar",200,FALSE,FALSE,FALSE,11,4,10,2,9,16,"Jhin","Alistar",3,21541.5,53.5,27320.5,12074,6.5
"21291",4910350835,"Jhin & Tahm Kench",100,FALSE,FALSE,FALSE,3,7,6,0,9,10,"Jhin","Tahm Kench",1.19,5842.5,19,16630.5,5872.5,2.5
"31034",4910350835,"Kai'Sa & Pantheon",200,TRUE,TRUE,TRUE,12,2,5,5,5,13,"Kai'Sa","Pantheon",5,17201.5,32.5,14044,10417.5,3.5
"21292",4910364958,"Xayah & Thresh",100,FALSE,FALSE,TRUE,8,11,7,4,10,18,"Xayah","Thresh",1.76,13939,40.5,24494.5,10943.5,9
"41202",4910364958,"Aphelios & Maokai",200,TRUE,FALSE,FALSE,16,7,12,5,6,18,"Aphelios","Maokai",3.92,26059.5,63.5,22646,13854,8.5
"1945",4910369493,"Miss Fortune & Gragas",100,TRUE,FALSE,TRUE,8,2,14,1,4,17,"Miss Fortune","Gragas",6.67,11199.5,26.5,12068,8558.5,4
"31035",4910369493,"Vayne & Pantheon",200,FALSE,FALSE,FALSE,1,7,1,4,10,7,"Vayne","Pantheon",0.76,8986,15.5,13466.5,6678.5,3
"21293",4910397635,"Kai'Sa & Alistar",100,TRUE,FALSE,FALSE,13,9,5,4,7,16,"Kai'Sa","Alistar",2.38,18424.5,52.5,29286,12928.5,7
"31036",4910397635,"Jhin & Maokai",200,FALSE,FALSE,TRUE,8,8,10,2,8,13,"Jhin","Maokai",2.06,25024.5,43,23910,10712,8
"21294",4910404385,"Kai'Sa & Leona",100,TRUE,TRUE,TRUE,8,2,8,1,3,13,"Kai'Sa","Leona",6,10895,46.5,12364,10315.5,6
"31037",4910404385,"Draven & Zilean",200,FALSE,TRUE,FALSE,4,3,2,0,4,9,"Draven","Zilean",2.14,8803,26,8928,7677.5,3.5
"1946",4910426825,"Aphelios & Thresh",100,FALSE,FALSE,FALSE,3,9,6,1,6,8,"Aphelios","Thresh",1.2,8908,41.5,15865.5,9337,5.5
"31038",4910426825,"Kai'Sa & Pantheon",200,TRUE,FALSE,TRUE,17,2,9,3,3,14,"Kai'Sa","Pantheon",8.6,15621,51,13886,13212,10
"1947",4910467233,"Jhin & Rengar",100,TRUE,TRUE,FALSE,3,6,14,5,12,7,"Jhin","Rengar",1.61,13542,30,18747,8745.5,6.5
"41203",4910467233,"Lucian & Zed",200,FALSE,TRUE,TRUE,6,7,5,4,7,9,"Lucian","Zed",1.71,14224.5,40.5,17033.5,9317,5.5
"1948",4910472431,"Aphelios & Thresh",100,FALSE,FALSE,TRUE,10,5,10,0,5,20,"Aphelios","Thresh",4,16124,55,15718.5,11053.5,10.5
"41204",4910472431,"Kai'Sa & Alistar",200,TRUE,FALSE,FALSE,8,7,8,1,7,14,"Kai'Sa","Alistar",2.21,11722,49.5,18675,10384.5,8
"21295",4910491533,"Miss Fortune & Gragas",100,TRUE,FALSE,FALSE,10,10,16,4,11,18,"Miss Fortune","Gragas",2.29,19344.5,65.5,25409.5,11509,10.5
"41205",4910491533,"Jhin & Maokai",200,FALSE,TRUE,TRUE,14,4,14,6,9,24,"Jhin","Maokai",4.46,38665.5,48.5,28771.5,14308.5,8
"21296",4910544539,"Miss Fortune & Thresh",100,FALSE,FALSE,FALSE,4,1,3,4,6,7,"Miss Fortune","Thresh",2.57,10157,25.5,9288,7187,6
"31039",4910544539,"Lucian & Leona",200,TRUE,FALSE,TRUE,1,1,3,4,7,9,"Lucian","Leona",2.12,7144.5,35,10305,6902,6
"21297",4910547010,"Kai'Sa & Sett",100,FALSE,FALSE,FALSE,6,6,2,0,9,8,"Kai'Sa","Sett",1.07,8644.5,35,15828.5,8243.5,6.5
"31040",4910547010,"Kennen & Leona",200,TRUE,FALSE,TRUE,4,2,11,0,2,19,"Kennen","Leona",8.5,12862,40.5,12838.5,7979.5,6.5
"1949",4910586039,"Xayah & Leona",100,TRUE,FALSE,TRUE,16,3,7,3,2,11,"Xayah","Leona",7.4,13741,38.5,12416,10528.5,4
"41206",4910586039,"Yone & Yuumi",200,FALSE,FALSE,FALSE,6,7,1,2,7,9,"Yone","Yuumi",1.29,10051,31.5,14901,7873.5,5.5
"21298",4910632563,"Samira & Maokai",100,FALSE,FALSE,FALSE,3,10,2,0,9,12,"Samira","Maokai",0.89,13195,32.5,21752,7414.5,3
"31041",4910632563,"Tristana & Alistar",200,TRUE,FALSE,TRUE,12,4,11,2,3,20,"Tristana","Alistar",6.43,17622.5,41.5,20589.5,11292.5,6
"21299",4910674232,"Xayah & Maokai",100,FALSE,FALSE,FALSE,4,9,7,2,8,10,"Xayah","Maokai",1.35,13957,23.5,19835,7617.5,3.5
"41207",4910674232,"Miss Fortune & Leona",200,TRUE,FALSE,TRUE,9,4,7,2,5,17,"Miss Fortune","Leona",3.89,14619.5,39,16973,9499,6.5
"1950",4910690313,"Lucian & Shen",100,TRUE,FALSE,FALSE,6,5,8,2,10,25,"Lucian","Shen",2.73,10942,78,20462,11986.5,11.5
"41208",4910690313,"Kai'Sa & Leona",200,FALSE,FALSE,TRUE,16,8,8,2,9,22,"Kai'Sa","Leona",2.82,25709,78.5,26595.5,15081.5,6.5
"21300",4910701918,"Orianna & Maokai",100,TRUE,FALSE,TRUE,5,3,9,5,6,11,"Orianna","Maokai",3.33,16090,54,15410.5,10534,8
"31042",4910701918,"Kai'Sa & Lulu",200,FALSE,FALSE,FALSE,7,9,3,3,5,15,"Kai'Sa","Lulu",2,13874.5,37.5,17309.5,10783,6.5
"21301",4910702266,"Miss Fortune & Maokai",100,FALSE,FALSE,FALSE,1,5,3,1,11,4,"Miss Fortune","Maokai",0.56,11462,26.5,15590.5,6198,3.5
"41209",4910702266,"Kai'Sa & Sett",200,TRUE,FALSE,TRUE,8,2,6,2,3,13,"Kai'Sa","Sett",5.8,13122.5,30.5,14044.5,9879.5,5
"1951",4910705707,"Lucian & Alistar",100,FALSE,FALSE,TRUE,6,7,3,2,7,11,"Lucian","Alistar",1.57,12449,52,24718.5,10522,10.5
"41210",4910705707,"Ezreal & Janna",200,TRUE,FALSE,FALSE,14,4,11,0,4,25,"Ezreal","Janna",6.25,24515.5,53,15636.5,12170,6.5
"21302",4910708897,"Kai'Sa & Maokai",100,FALSE,TRUE,FALSE,8,5,6,1,8,16,"Kai'Sa","Maokai",2.38,14858,33.5,17781.5,10066,5.5
"41211",4910708897,"Jhin & Sett",200,TRUE,TRUE,TRUE,6,4,11,2,7,14,"Jhin","Sett",3,11756,37,17166.5,9021.5,10
"1952",4910735958,"Kai'Sa & Pantheon",100,FALSE,FALSE,FALSE,11,9,3,1,9,8,"Kai'Sa","Pantheon",1.28,15333.5,43.5,19275,10339,3.5
"31043",4910735958,"Aphelios & Thresh",200,TRUE,FALSE,TRUE,8,6,20,3,3,23,"Aphelios","Thresh",6,16361.5,43,16449,12479.5,6
"21303",4910784655,"Vayne & Gragas",100,TRUE,FALSE,TRUE,4,7,13,6,3,12,"Vayne","Gragas",3.5,18222,39.5,20726.5,9352,8.5
"41212",4910784655,"Kai'Sa & Alistar",200,FALSE,FALSE,FALSE,2,5,2,0,7,9,"Kai'Sa","Alistar",1.08,9615.5,33,18576.5,7339.5,5.5
"1953",4910786018,"Ezreal & Malphite",100,FALSE,FALSE,FALSE,3,7,1,0,4,4,"Ezreal","Malphite",0.73,10145.5,40,15050.5,7748.5,7
"41213",4910786018,"Kai'Sa & Sett",200,TRUE,FALSE,TRUE,8,2,8,0,4,11,"Kai'Sa","Sett",4.5,13403.5,51,15980,10322.5,9
"21304",4910800775,"Kai'Sa & Sett",100,TRUE,FALSE,FALSE,13,3,5,2,7,14,"Kai'Sa","Sett",3.4,14222.5,38,15213.5,9899,5
"41214",4910800775,"Samira & Pantheon",200,FALSE,FALSE,TRUE,5,4,6,5,9,9,"Samira","Pantheon",1.92,13140,31,15699,8859.5,5.5
"21305",4910817874,"Kai'Sa & Maokai",100,TRUE,FALSE,TRUE,9,2,5,1,2,16,"Kai'Sa","Maokai",7.75,17466.5,59.5,16364.5,12357,5
"41215",4910817874,"Kennen & Sett",200,FALSE,FALSE,FALSE,2,6,4,2,5,5,"Kennen","Sett",1.18,11318,50.5,23360.5,8906.5,5.5
"1954",4910828293,"Samira & Rell",100,FALSE,FALSE,FALSE,6,8,3,2,4,10,"Samira","Rell",1.75,10373.5,25.5,15156.5,8144.5,4.5
"41216",4910828293,"Yone & Sett",200,TRUE,FALSE,TRUE,11,3,3,3,6,9,"Yone","Sett",2.89,13374,34.5,16129.5,9268.5,5
"21306",4910844052,"Jhin & Sett",100,TRUE,FALSE,TRUE,4,2,12,5,4,10,"Jhin","Sett",5.17,11423,45.5,13188.5,9835,8
"31044",4910844052,"Miss Fortune & Alistar",200,FALSE,FALSE,FALSE,1,5,5,2,5,7,"Miss Fortune","Alistar",1.5,9021,35.5,15897,7091.5,5
"1955",4910860680,"Kai'Sa & Sett",100,TRUE,FALSE,TRUE,13,7,9,2,2,15,"Kai'Sa","Sett",4.33,18355.5,54.5,22046,13414.5,8.5
"31045",4910860680,"Miss Fortune & Bard",200,FALSE,FALSE,FALSE,4,8,7,1,9,16,"Miss Fortune","Bard",1.65,13548,59.5,17553,9384.5,12
"21307",4910896224,"Jhin & Sett",100,TRUE,FALSE,FALSE,6,5,9,1,4,10,"Jhin","Sett",2.89,11079.5,32.5,13554,8342.5,4.5
"31046",4910896224,"Kai'Sa & Thresh",200,FALSE,FALSE,TRUE,5,7,4,1,3,8,"Kai'Sa","Thresh",1.8,8215,26.5,12692.5,7098.5,4.5
"21308",4910905798,"Kai'Sa & Alistar",100,FALSE,FALSE,FALSE,2,8,4,1,10,6,"Kai'Sa","Alistar",0.72,7822.5,32.5,19986,7807.5,6.5
"41217",4910905798,"Jhin & Galio",200,TRUE,FALSE,TRUE,14,2,8,2,2,22,"Jhin","Galio",11.5,16587.5,43.5,13379.5,11750.5,6
"21309",4910911003,"Jhin & Alistar",100,FALSE,FALSE,TRUE,5,4,8,3,5,14,"Jhin","Alistar",3.33,8381,30.5,12269.5,7813,2.5
"31047",4910911003,"Kai'Sa & Sett",200,TRUE,TRUE,FALSE,10,3,6,1,5,10,"Kai'Sa","Sett",3.38,16128,35,15112.5,9773,4
"21310",4910953000,"Jhin & Karma",100,TRUE,FALSE,TRUE,5,3,7,2,2,12,"Jhin","Karma",5.2,13806,81,13624,12253,9
"41218",4910953000,"Ezreal & Thresh",200,FALSE,FALSE,FALSE,2,10,5,0,7,7,"Ezreal","Thresh",0.82,10072.5,43,22749.5,9057.5,5
"1956",4911042407,"Aphelios & Thresh",100,TRUE,FALSE,TRUE,1,2,4,1,2,9,"Aphelios","Thresh",3.75,3730.5,24,6404,7153,4.5
"31048",4911042407,"Orianna & Maokai",200,FALSE,FALSE,FALSE,6,7,2,1,5,3,"Orianna","Maokai",1,8260.5,24.5,12013.5,6024,2.5
"21311",4911049576,"Miss Fortune & Bard",100,FALSE,FALSE,FALSE,1,4,4,0,4,5,"Miss Fortune","Bard",1.25,6061,25.5,9076.5,6085.5,3
"41219",4911049576,"Jhin & Blitzcrank",200,TRUE,FALSE,TRUE,7,1,3,3,1,10,"Jhin","Blitzcrank",11.5,7317.5,33.5,7708,8240.5,4.5
"21312",4911080177,"Draven & Alistar",100,FALSE,FALSE,FALSE,4,1,2,1,2,8,"Draven","Alistar",5,7234.5,44,18588,10315.5,8.5
"41220",4911080177,"Syndra & Maokai",200,TRUE,FALSE,TRUE,2,1,6,0,2,10,"Syndra","Maokai",6,17247,65,10951,10947.5,9.5
"21313",4911083322,"Aphelios & Leona",100,FALSE,FALSE,TRUE,6,8,7,1,11,10,"Aphelios","Leona",1.26,10397.5,47,18444,9280.5,7
"41221",4911083322,"Cassiopeia & Morgana",200,TRUE,FALSE,FALSE,6,5,12,4,7,22,"Cassiopeia","Morgana",3.67,15742.5,47.5,17887.5,10620.5,6.5
"21314",4911198002,"Jhin & Leona",100,FALSE,TRUE,TRUE,4,4,2,1,9,3,"Jhin","Leona",0.77,9576.5,31,13824,7056,3.5
"41222",4911198002,"Kai'Sa & Galio",200,TRUE,TRUE,FALSE,9,2,5,3,3,17,"Kai'Sa","Galio",6.8,8820.5,33.5,10359,8860,6
"21315",4911203169,"Samira & Zac",100,TRUE,FALSE,FALSE,7,2,4,3,0,13,"Samira","Zac",13.5,12893.5,59.5,16091.5,10563,7.5
"31049",4911203169,"Kai'Sa & Galio",200,FALSE,FALSE,TRUE,1,7,1,0,3,4,"Kai'Sa","Galio",0.6,8782.5,34,14052,7280,7.5
"21316",4911227726,"Kennen & Alistar",100,TRUE,FALSE,FALSE,5,3,10,4,5,18,"Kennen","Alistar",4.62,10052.5,40.5,17957.5,10204,7.5
"31050",4911227726,"Tristana & Leona",200,FALSE,FALSE,TRUE,7,8,4,2,6,6,"Tristana","Leona",1.36,15130,35,17981,8788,7
"21317",4911259171,"Kai'Sa & Nautilus",100,FALSE,FALSE,TRUE,2,3,2,0,3,4,"Kai'Sa","Nautilus",1.33,4869.5,28.5,10902,6201,5
"31051",4911259171,"Syndra & Thresh",200,TRUE,FALSE,FALSE,9,5,3,1,0,12,"Syndra","Thresh",5,10738,37.5,9233,8347.5,7
"1957",4911319502,"Kai'Sa & Galio",100,FALSE,FALSE,FALSE,5,10,4,2,8,7,"Kai'Sa","Galio",1,16166.5,28,21681.5,7885.5,4
"31052",4911319502,"Jhin & Sett",200,TRUE,FALSE,TRUE,5,4,11,2,3,18,"Jhin","Sett",5.14,12972,36,16880,9518.5,6
"1958",4911445494,"Kai'Sa & Leona",100,FALSE,FALSE,FALSE,2,6,4,1,7,6,"Kai'Sa","Leona",1,11334.5,48,18040.5,9849.5,10
"41223",4911445494,"Aphelios & Galio",200,TRUE,FALSE,TRUE,2,5,9,0,3,18,"Aphelios","Galio",3.62,10877.5,39.5,19578.5,10262.5,4.5
"21318",4911527338,"Yone & Pyke",100,FALSE,FALSE,FALSE,2,8,2,3,7,8,"Yone","Pyke",1,7400.5,38.5,16529.5,8477,5.5
"41224",4911527338,"Mordekaiser & Leona",200,TRUE,FALSE,TRUE,1,6,3,1,5,9,"Mordekaiser","Leona",1.27,7410,41,16816,7976,6
"1959",4911592040,"Samira & Alistar",100,TRUE,FALSE,FALSE,3,4,6,3,3,11,"Samira","Alistar",3.29,9256,32.5,13462,8088,4
"31053",4911592040,"Ezreal & Maokai",200,FALSE,FALSE,TRUE,2,4,4,3,6,5,"Ezreal","Maokai",1.4,13899,20,14029,6950.5,3
"21319",4911596981,"Yone & Blitzcrank",100,FALSE,FALSE,FALSE,4,7,5,3,8,9,"Yone","Blitzcrank",1.4,7394,24,19468,7460,2.5
"41225",4911596981,"Ezreal & Pantheon",200,TRUE,FALSE,TRUE,11,4,11,2,7,9,"Ezreal","Pantheon",3,10736,28.5,14830.5,10132.5,4.5
"1960",4911598899,"Jhin & Leona",100,FALSE,FALSE,TRUE,2,4,11,1,6,7,"Jhin","Leona",2.1,9339,32.5,17049.5,8129.5,5
"31054",4911598899,"Ezreal & Rakan",200,TRUE,FALSE,FALSE,8,1,9,0,5,10,"Ezreal","Rakan",4.5,15829.5,47,14078.5,10059.5,7.5
"21320",4911607112,"Kai'Sa & Thresh",100,FALSE,FALSE,FALSE,10,11,6,0,5,14,"Kai'Sa","Thresh",1.88,15875.5,71.5,26523.5,11531,11.5
"31055",4911607112,"Lucian & Sett",200,TRUE,TRUE,TRUE,10,6,16,5,6,17,"Lucian","Sett",4,21287.5,63,25008.5,12567,11
"21321",4911611118,"Kai'Sa & Gragas",100,FALSE,FALSE,FALSE,5,6,9,1,7,13,"Kai'Sa","Gragas",2.15,16997.5,48.5,24931.5,9230.5,6.5
"41226",4911611118,"Jhin & Alistar",200,TRUE,FALSE,TRUE,11,8,8,1,6,22,"Jhin","Alistar",3,17465,40,24171.5,11924,6.5
"21322",4911647769,"Xayah & Rakan",100,TRUE,FALSE,TRUE,8,3,10,7,2,14,"Xayah","Rakan",7.8,12982.5,29.5,10739,11090,4
"31056",4911647769,"Kai'Sa & Leona",200,FALSE,FALSE,FALSE,4,10,1,0,5,7,"Kai'Sa","Leona",0.8,6906,36,16904.5,7545,6
"21323",4911664891,"Jhin & Leona",100,TRUE,TRUE,FALSE,15,2,15,5,1,21,"Jhin","Leona",18.67,22345.5,61.5,20716,13532,7
"31057",4911664891,"Kai'Sa & Morgana",200,FALSE,TRUE,TRUE,7,10,3,0,8,8,"Kai'Sa","Morgana",1,12719.5,38,21771,9962.5,2.5
"21324",4911667602,"Kai'Sa & Alistar",100,FALSE,FALSE,FALSE,3,5,4,2,2,4,"Kai'Sa","Alistar",1.86,7361,32.5,10708.5,7481,5.5
"41227",4911667602,"Sivir & Leona",200,TRUE,FALSE,TRUE,3,4,6,2,1,9,"Sivir","Leona",4,6565,40,9076.5,7630.5,6.5
"21325",4911725322,"Jhin & Maokai",100,FALSE,FALSE,TRUE,5,4,5,1,8,6,"Jhin","Maokai",1.42,8527,18.5,14207,6747.5,4.5
"41228",4911725322,"Miss Fortune & Karma",200,TRUE,FALSE,FALSE,7,3,5,4,5,9,"Miss Fortune","Karma",3.12,9245.5,26,9676,8260,3.5
"1961",4911727808,"Lucian & Leona",100,TRUE,FALSE,TRUE,7,5,6,0,3,12,"Lucian","Leona",3.12,13564.5,52,13898.5,9030,6.5
"31058",4911727808,"Kai'Sa & Galio",200,FALSE,FALSE,FALSE,3,5,2,0,3,5,"Kai'Sa","Galio",1.25,9296,35,13730,7612,6.5
"1962",4911732563,"Kai'Sa & Alistar",100,TRUE,FALSE,TRUE,10,4,4,1,4,9,"Kai'Sa","Alistar",3,10618,60.5,15763,13297,7.5
"41229",4911732563,"Jhin & Galio",200,FALSE,FALSE,FALSE,6,5,9,3,4,12,"Jhin","Galio",3.33,15243.5,52,16219.5,10798,6
"21326",4911740773,"Lucian & Maokai",100,TRUE,FALSE,TRUE,5,4,6,3,4,10,"Lucian","Maokai",3,13585,35,13103.5,9314,5
"41230",4911740773,"Kai'Sa & Sett",200,FALSE,FALSE,FALSE,4,7,2,5,3,4,"Kai'Sa","Sett",1.5,8140,25.5,15762.5,7794,4.5
"1963",4911746857,"Kai'Sa & Zac",100,FALSE,TRUE,FALSE,13,6,3,1,7,7,"Kai'Sa","Zac",1.85,17854,44,20629.5,10576.5,9.5
"31059",4911746857,"Yone & Galio",200,TRUE,TRUE,TRUE,8,1,8,1,6,12,"Yone","Galio",4.14,14216.5,29.5,17119,9339.5,7.5
"1964",4911749785,"Yone & Pantheon",100,FALSE,FALSE,FALSE,9,8,9,2,13,7,"Yone","Pantheon",1.29,19456.5,57,27720.5,12001.5,11
