"","a99","gameVersion","a11","kills","deaths","assists","totalDamageDealt","visionScore","totalDamageTaken","goldEarned","visionWardsBoughtInGame","a9","lll"
"261",4674863257,"10.19.336.4199",222,9,8,11,203809,23,21644,14714,2,TRUE,"BOT_CARRY"
"262",4675443824,"10.19.336.4199",412,1,2,10,16848,40,8251,6030,5,TRUE,"SUP"
"263",4675443824,"10.19.336.4199",22,5,1,6,120756,31,10366,11338,2,TRUE,"BOT_CARRY"
"264",4675461331,"10.19.336.4199",99,0,2,10,28134,43,4563,6214,3,TRUE,"SUP"
"265",4675461331,"10.19.336.4199",360,4,2,5,127709,20,10846,11083,2,TRUE,"BOT_CARRY"
"266",4675536285,"10.19.336.4199",875,6,4,15,60989,105,41080,11505,21,TRUE,"SUP"
"267",4675536285,"10.19.336.4199",235,3,7,26,152673,43,29141,13917,9,TRUE,"BOT_CARRY"
"268",4675577507,"10.19.336.4199",202,10,4,10,152406,22,16295,13435,4,TRUE,"BOT_CARRY"
"269",4675577507,"10.19.336.4199",875,5,4,17,48221,71,22111,9589,8,TRUE,"SUP"
"270",4675593633,"10.19.336.4199",432,1,1,9,11433,76,6566,5915,4,TRUE,"SUP"
"271",4675593633,"10.19.336.4199",777,10,2,2,159193,23,14777,13123,3,TRUE,"BOT_CARRY"
"272",4675599819,"10.19.336.4199",350,2,5,15,16006,28,6623,7901,4,TRUE,"SUP"
"273",4675788601,"10.19.336.4199",235,2,4,11,24634,74,15135,8645,10,TRUE,"SUP"
"275",4676039227,"10.19.336.4199",69,7,1,3,124923,20,16426,11710,1,TRUE,"BOT_CARRY"
"276",4676039227,"10.19.336.4199",432,1,4,11,11935,57,8201,6215,7,TRUE,"SUP"
"277",4676107869,"10.19.336.4199",81,8,4,11,385499,35,48996,20509,1,TRUE,"BOT_CARRY"
"278",4676107869,"10.19.336.4199",432,1,9,27,55023,150,33393,11786,9,TRUE,"SUP"
"279",4676179400,"10.19.336.4199",202,9,2,14,216287,18,14651,15635,2,TRUE,"BOT_CARRY"
"280",4676179400,"10.19.336.4199",80,8,7,16,39334,138,18806,11071,9,TRUE,"SUP"
"281",4676226004,"10.19.336.4199",22,5,2,9,137876,22,12684,11726,3,TRUE,"BOT_CARRY"
"282",4676226004,"10.19.336.4199",43,2,1,16,18202,48,10213,7183,9,TRUE,"SUP"
"283",4676258868,"10.19.336.4199",432,6,12,28,54197,129,46285,13455,9,TRUE,"SUP"
"284",4676258868,"10.19.336.4199",81,11,10,12,285153,81,51502,18077,4,TRUE,"BOT_CARRY"
"285",4676868967,"10.19.336.4199",202,8,6,9,261689,39,19974,16722,4,TRUE,"BOT_CARRY"
"286",4676868967,"10.19.336.4199",25,2,7,16,37176,103,16141,10742,6,TRUE,"SUP"
"287",4677035562,"10.19.336.4199",80,4,7,9,36996,111,21101,9280,11,TRUE,"SUP"
"288",4677035562,"10.19.336.4199",523,6,6,10,181807,19,19364,13985,4,TRUE,"BOT_CARRY"
"289",4677152521,"10.19.336.4199",43,1,3,16,25936,64,11662,7728,11,TRUE,"SUP"
"290",4677152521,"10.19.336.4199",360,10,4,4,134719,35,11865,13419,2,TRUE,"BOT_CARRY"
"291",4677875382,"10.19.336.4199",360,5,7,15,68502,13,14517,8974,2,TRUE,"BOT_CARRY"
"292",4677875382,"10.19.336.4199",3,2,6,15,32351,30,14182,6280,3,TRUE,"SUP"
"293",4677878391,"10.19.336.4199",99,6,7,27,38118,95,21233,12188,13,TRUE,"SUP"
"294",4677878391,"10.19.336.4199",22,9,8,14,225793,60,28603,16447,4,TRUE,"BOT_CARRY"
"295",4677900742,"10.19.336.4199",53,2,4,15,18623,48,17724,7795,8,TRUE,"SUP"
"296",4677900742,"10.19.336.4199",202,7,5,12,158609,26,16844,13239,3,TRUE,"BOT_CARRY"
"297",4678005092,"10.19.336.4199",25,4,1,16,20992,38,10000,7688,5,TRUE,"SUP"
"298",4678052115,"10.19.336.4199",497,1,4,15,25313,66,14529,8350,13,TRUE,"SUP"
"299",4678052115,"10.19.336.4199",61,5,4,15,163712,30,15796,12995,2,TRUE,"BOT_CARRY"
"300",4678063559,"10.19.336.4199",81,9,11,15,185773,21,31371,16605,3,TRUE,"BOT_CARRY"
"301",4678063559,"10.19.336.4199",875,3,11,15,45540,103,43702,10386,14,TRUE,"SUP"
"302",4678099555,"10.19.336.4199",412,2,5,13,20546,55,18079,7981,12,TRUE,"SUP"
"303",4678099555,"10.19.336.4199",51,9,5,9,208032,34,18267,14419,5,TRUE,"BOT_CARRY"
"304",4678127766,"10.19.336.4199",117,1,5,23,21042,59,13096,8063,12,TRUE,"SUP"
"305",4678127766,"10.19.336.4199",29,18,5,6,177823,32,18165,15701,3,TRUE,"BOT_CARRY"
"306",4678192212,"10.19.336.4199",43,2,7,8,34931,69,15018,7269,11,TRUE,"SUP"
"307",4678192212,"10.19.336.4199",235,0,5,14,105403,19,13015,10360,2,TRUE,"BOT_CARRY"
"308",4678212759,"10.19.336.4199",111,2,7,18,28234,38,14111,7803,7,TRUE,"SUP"
"309",4678212759,"10.19.336.4199",157,7,5,4,131461,15,20408,10680,4,TRUE,"BOT_CARRY"
"310",4678246684,"10.19.336.4199",43,1,0,6,29149,41,4350,5472,7,TRUE,"SUP"
"311",4678246684,"10.19.336.4199",81,2,2,3,86242,14,7934,8309,2,TRUE,"BOT_CARRY"
"312",4678255990,"10.19.336.4199",497,2,2,12,20770,61,10083,6503,8,TRUE,"SUP"
"313",4678255990,"10.19.336.4199",81,11,1,4,95572,14,11351,11433,2,TRUE,"BOT_CARRY"
"314",4678281367,"10.19.336.4199",875,6,1,11,36374,32,11051,7146,3,TRUE,"SUP"
"315",4678281367,"10.19.336.4199",21,7,6,14,79758,6,12594,10121,3,TRUE,"BOT_CARRY"
"316",4678283179,"10.19.336.4199",432,6,3,19,28494,82,13234,9405,9,TRUE,"SUP"
"317",4678283179,"10.19.336.4199",81,9,4,12,128006,23,16992,11851,4,TRUE,"BOT_CARRY"
"318",4678369796,"10.19.336.4199",777,9,4,10,195243,37,22906,14045,3,TRUE,"BOT_CARRY"
"319",4678369796,"10.19.336.4199",555,9,8,7,24766,107,16415,11534,5,TRUE,"SUP"
"320",4678381780,"10.19.336.4199",497,4,6,24,29228,49,19260,9338,8,TRUE,"SUP"
"321",4678467481,"10.19.336.4199",81,3,4,4,96223,16,13436,8910,4,TRUE,"BOT_CARRY"
"322",4678467481,"10.19.336.4199",350,0,2,12,9957,38,2957,5576,4,TRUE,"SUP"
"323",4678643442,"10.19.336.4199",51,13,3,6,154248,15,13235,13675,4,TRUE,"BOT_CARRY"
"324",4678643442,"10.19.336.4199",40,0,3,18,15365,78,6527,7725,10,TRUE,"SUP"
"325",4678807602,"10.19.336.4199",51,11,3,9,144078,26,10927,14483,1,TRUE,"BOT_CARRY"
"326",4678807602,"10.19.336.4199",497,0,6,16,21128,46,11243,6850,6,TRUE,"SUP"
"327",4679294796,"10.19.336.4199",235,1,6,14,22885,43,16018,7693,3,TRUE,"SUP"
"328",4679307039,"10.19.336.4199",429,6,2,3,84449,30,12878,8567,3,TRUE,"BOT_CARRY"
"329",4679307039,"10.19.336.4199",44,1,3,12,21873,29,11522,5388,8,TRUE,"SUP"
"330",4679398477,"10.19.336.4199",523,8,2,6,170746,51,12163,13595,4,TRUE,"BOT_CARRY"
"331",4679398477,"10.19.336.4199",412,0,3,12,16580,67,11672,7259,7,TRUE,"SUP"
"332",4679417907,"10.19.336.4199",81,4,4,5,122846,24,10875,11201,1,TRUE,"BOT_CARRY"
"333",4679417907,"10.19.336.4199",43,1,4,12,15401,57,7795,6481,15,TRUE,"SUP"
"334",4679451153,"10.19.336.4199",51,3,3,9,110230,28,7883,10333,5,TRUE,"BOT_CARRY"
"335",4679451153,"10.19.336.4199",161,2,3,13,36029,55,7801,7807,7,TRUE,"SUP"
"336",4679502993,"10.19.336.4199",236,4,6,8,108598,23,15447,9853,0,TRUE,"BOT_CARRY"
"337",4679502993,"10.19.336.4199",412,3,3,15,14415,34,9026,6935,7,TRUE,"SUP"
"338",4679542478,"10.19.336.4199",117,13,5,14,29561,65,13238,12342,9,TRUE,"SUP"
"339",4680117485,"10.19.336.4199",157,13,2,10,200835,15,22402,15018,0,TRUE,"BOT_CARRY"
"340",4680117485,"10.19.336.4199",89,1,5,17,24695,56,15999,7075,4,TRUE,"SUP"
"341",4680741857,"10.19.336.4199",9,2,8,24,48625,152,24113,10161,8,TRUE,"SUP"
"342",4680741857,"10.19.336.4199",81,4,4,12,233173,37,23989,14896,2,TRUE,"BOT_CARRY"
"343",4680749918,"10.19.336.4199",875,3,8,13,37684,64,26842,8512,7,TRUE,"SUP"
"344",4680787223,"10.19.336.4199",875,2,3,9,27387,38,12884,6651,3,TRUE,"SUP"
"345",4680787223,"10.19.336.4199",69,4,1,5,101306,23,9239,9776,5,TRUE,"BOT_CARRY"
"346",4680932112,"10.19.336.4199",235,0,3,18,92094,23,17459,10194,2,TRUE,"BOT_CARRY"
"347",4680932112,"10.19.336.4199",111,5,2,13,34340,60,16488,8667,8,TRUE,"SUP"
"348",4682882388,"10.20.337.6669",44,0,5,15,22321,56,11839,7456,12,TRUE,"SUP"
"349",4683010145,"10.20.337.6669",412,6,5,13,26345,78,17662,9068,17,TRUE,"SUP"
"350",4683010145,"10.20.337.6669",145,11,3,13,171368,27,15829,14322,4,TRUE,"BOT_CARRY"
"351",4683274377,"10.20.337.6669",22,6,3,16,89540,15,14205,10001,2,TRUE,"BOT_CARRY"
"352",4683274377,"10.20.337.6669",432,2,5,19,24334,59,11039,7305,9,TRUE,"SUP"
"353",4683478925,"10.20.337.6669",202,12,1,11,165226,15,14262,14486,3,TRUE,"BOT_CARRY"
"354",4683478925,"10.20.337.6669",432,1,4,24,29060,71,13344,7822,9,TRUE,"SUP"
"355",4683606619,"10.20.337.6669",432,3,2,18,21523,84,11345,7715,3,TRUE,"SUP"
"356",4683606619,"10.20.337.6669",202,4,2,10,136764,33,10230,9782,3,TRUE,"BOT_CARRY"
"357",4683640158,"10.20.337.6669",202,2,3,5,90463,6,8541,7073,1,TRUE,"BOT_CARRY"
"358",4683640158,"10.20.337.6669",432,0,3,9,10401,58,8717,4965,4,TRUE,"SUP"
"359",4684248797,"10.20.337.6669",22,16,3,13,252156,31,17592,19653,3,TRUE,"BOT_CARRY"
"360",4684248797,"10.20.337.6669",80,4,9,14,43911,79,21804,9116,11,TRUE,"SUP"
"361",4684440300,"10.20.337.6669",98,2,11,11,42256,133,34581,11652,20,TRUE,"SUP"
"362",4684440300,"10.20.337.6669",82,5,11,13,246552,58,43078,16589,8,TRUE,"BOT_CARRY"
"363",4684750019,"10.20.337.6669",145,9,4,11,117912,16,13636,11557,3,TRUE,"BOT_CARRY"
"364",4684750019,"10.20.337.6669",80,2,3,14,40519,109,13026,7032,4,TRUE,"SUP"
"365",4685061045,"10.20.337.6669",80,3,4,12,41837,91,14600,8334,9,TRUE,"SUP"
"366",4685061045,"10.20.337.6669",61,5,1,8,122800,22,8637,11288,5,TRUE,"BOT_CARRY"
"367",4685105301,"10.20.337.6669",57,5,5,17,47645,46,25559,9371,4,TRUE,"SUP"
"368",4685105301,"10.20.337.6669",202,4,2,14,174317,30,13446,12702,8,TRUE,"BOT_CARRY"
"369",4685769627,"10.20.337.6669",63,10,10,9,25523,94,18369,10540,8,TRUE,"SUP"
"370",4685769627,"10.20.337.6669",202,10,1,14,179765,20,15603,13793,2,TRUE,"BOT_CARRY"
"371",4686017441,"10.20.337.6669",236,5,4,4,107458,16,12837,9653,0,TRUE,"BOT_CARRY"
"372",4686017441,"10.20.337.6669",80,5,5,11,38766,44,14746,7367,5,TRUE,"SUP"
"373",4686090563,"10.20.337.6669",67,7,0,7,112689,26,13642,11813,0,TRUE,"BOT_CARRY"
"374",4686090563,"10.20.337.6669",432,5,4,14,28710,75,13073,8288,7,TRUE,"SUP"
"375",4686186897,"10.20.337.6669",235,1,0,8,87141,18,5531,8877,2,TRUE,"BOT_CARRY"
"376",4686186897,"10.20.337.6669",143,2,1,5,29193,40,6582,6137,6,TRUE,"SUP"
"377",4686364785,"10.20.337.6669",202,7,1,10,242056,25,13552,15387,4,TRUE,"BOT_CARRY"
"378",4686364785,"10.20.337.6669",875,4,9,6,28974,77,26079,8639,11,TRUE,"SUP"
"379",4687054550,"10.20.337.6669",12,1,2,24,21097,44,22561,7547,8,TRUE,"SUP"
"380",4687054550,"10.20.337.6669",202,8,3,17,131165,24,21533,11964,4,TRUE,"BOT_CARRY"
"381",4687301958,"10.20.337.6669",40,3,2,14,17493,58,6649,7129,6,TRUE,"SUP"
"382",4687301958,"10.20.337.6669",157,3,5,4,93273,19,15778,7933,2,TRUE,"BOT_CARRY"
"383",4687489475,"10.20.338.336",80,5,7,14,36910,118,16911,9191,7,TRUE,"SUP"
"384",4687489475,"10.20.338.336",69,7,6,13,139210,17,20353,12518,3,TRUE,"BOT_CARRY"
"385",4687719062,"10.20.338.336",117,1,3,16,23900,54,8457,7754,9,TRUE,"SUP"
"386",4687719062,"10.20.338.336",202,5,4,7,135090,18,18474,10501,2,TRUE,"BOT_CARRY"
"387",4687721554,"10.20.338.336",80,5,4,10,48358,124,17564,9569,5,TRUE,"SUP"
"388",4687721554,"10.20.338.336",21,10,6,10,257550,40,16058,17535,5,TRUE,"BOT_CARRY"
"389",4687738104,"10.20.338.336",43,3,3,18,18744,55,8772,7217,7,TRUE,"SUP"
"390",4687738104,"10.20.338.336",29,10,6,11,64163,11,14576,9323,1,TRUE,"BOT_CARRY"
"391",4688389957,"10.20.338.336",145,11,1,12,158791,23,14964,14614,1,TRUE,"BOT_CARRY"
"392",4688389957,"10.20.338.336",875,1,5,10,31768,71,17627,7424,8,TRUE,"SUP"
"393",4689197543,"10.20.338.336",777,3,2,16,132087,17,19426,9738,0,TRUE,"BOT_CARRY"
"394",4689197543,"10.20.338.336",432,6,3,19,24519,32,11644,7784,6,TRUE,"SUP"
"395",4689483221,"10.20.338.336",412,0,2,11,19067,43,10042,6167,11,TRUE,"SUP"
"396",4689483221,"10.20.338.336",202,6,4,6,98566,21,11141,9485,2,TRUE,"BOT_CARRY"
"397",4689615514,"10.20.338.336",350,3,5,33,26487,68,10718,10862,9,TRUE,"SUP"
"398",4690079697,"10.20.338.336",111,2,8,15,24397,70,20380,8631,14,TRUE,"SUP"
"399",4690079697,"10.20.338.336",81,11,4,10,167606,31,23362,14788,2,TRUE,"BOT_CARRY"
"400",4691833263,"10.20.338.336",235,0,3,16,17260,43,10679,6999,6,TRUE,"SUP"
"401",4691966673,"10.20.338.336",80,7,4,9,36876,57,8848,7492,9,TRUE,"SUP"
"402",4691966673,"10.20.338.336",202,6,0,13,127354,19,7450,11006,1,TRUE,"BOT_CARRY"
"403",4692097762,"10.20.338.336",875,8,5,12,31503,68,20484,8949,6,TRUE,"SUP"
"404",4692097762,"10.20.338.336",202,1,3,15,87906,22,10092,8591,6,TRUE,"BOT_CARRY"
"405",4692330917,"10.20.338.336",432,8,3,21,24242,121,16294,11027,12,TRUE,"SUP"
"406",4693258965,"10.20.338.336",29,8,7,6,166323,22,21845,13943,2,TRUE,"BOT_CARRY"
"407",4693258965,"10.20.338.336",497,0,8,23,20562,74,19624,8909,11,TRUE,"SUP"
"408",4693268258,"10.20.338.336",25,4,3,13,16021,70,9172,8064,6,TRUE,"SUP"
"409",4693322307,"10.20.338.336",202,1,3,9,165925,25,15138,10986,6,TRUE,"BOT_CARRY"
"410",4693322307,"10.20.338.336",497,0,6,18,18282,62,18306,7576,6,TRUE,"SUP"
"411",4693528870,"10.20.338.336",40,2,2,15,12206,37,6103,6641,2,TRUE,"SUP"
"412",4693528870,"10.20.338.336",81,4,1,4,97148,20,7503,8869,2,TRUE,"BOT_CARRY"
"413",4694038532,"10.20.338.336",412,2,3,15,20032,47,9157,7425,9,TRUE,"SUP"
"414",4694038532,"10.20.338.336",51,9,0,7,136563,13,9087,12802,4,TRUE,"BOT_CARRY"
"415",4694072661,"10.20.338.336",555,10,3,7,24321,63,13599,10508,3,TRUE,"SUP"
"416",4694072661,"10.20.338.336",69,2,2,6,92072,16,11594,8988,4,TRUE,"BOT_CARRY"
"417",4694306848,"10.20.338.336",875,6,2,15,31632,56,14049,9119,6,TRUE,"SUP"
"418",4694306848,"10.20.338.336",777,3,4,9,94586,26,14394,9606,4,TRUE,"BOT_CARRY"
"419",4694394174,"10.20.338.336",99,1,4,13,21076,82,11754,7440,11,TRUE,"SUP"
"420",4694394174,"10.20.338.336",61,1,2,14,116490,19,11577,10577,3,TRUE,"BOT_CARRY"
"421",4695168926,"10.20.338.336",497,3,1,11,19189,40,6322,6426,7,TRUE,"SUP"
"422",4695168926,"10.20.338.336",202,1,4,10,78637,8,10509,7552,2,TRUE,"BOT_CARRY"
"423",4695187979,"10.20.338.336",432,2,2,14,37105,45,11533,7465,10,TRUE,"SUP"
"424",4695390002,"10.20.338.336",81,9,5,11,215043,43,23374,15001,8,TRUE,"BOT_CARRY"
"425",4695390002,"10.20.338.336",497,2,3,16,19135,96,15517,8575,14,TRUE,"SUP"
"426",4695432332,"10.20.338.336",201,4,1,20,22811,48,17385,7694,5,TRUE,"SUP"
"427",4695432332,"10.20.338.336",235,11,3,15,94356,25,14968,11304,3,TRUE,"BOT_CARRY"
"428",4695459536,"10.20.338.336",22,11,3,8,232561,31,18664,17189,3,TRUE,"BOT_CARRY"
"429",4695459536,"10.20.338.336",117,4,2,17,17202,74,10639,8918,9,TRUE,"SUP"
"430",4695518771,"10.20.338.336",875,4,6,8,26313,54,20668,8744,12,TRUE,"SUP"
"431",4695518771,"10.20.338.336",145,7,5,7,201696,28,15495,13803,1,TRUE,"BOT_CARRY"
"432",4695977151,"10.20.338.336",81,8,4,7,98412,23,11587,10395,3,TRUE,"BOT_CARRY"
"433",4695977151,"10.20.338.336",432,0,2,14,18154,38,7485,6144,5,TRUE,"SUP"
"434",4696132497,"10.20.338.336",40,6,6,20,32254,68,11527,9016,6,TRUE,"SUP"
"435",4696132497,"10.20.338.336",81,10,7,12,81406,14,16638,10662,1,TRUE,"BOT_CARRY"
"436",4696146901,"10.20.338.336",235,3,7,16,56451,112,17229,10580,10,TRUE,"SUP"
"437",4696146901,"10.20.338.336",50,6,3,8,89248,36,14367,11190,11,TRUE,"BOT_CARRY"
"438",4696304967,"10.20.338.336",117,1,3,21,16564,58,12184,7633,10,TRUE,"SUP"
"439",4696304967,"10.20.338.336",523,5,2,18,181965,18,17117,13416,3,TRUE,"BOT_CARRY"
"440",4696594726,"10.20.338.336",145,4,4,7,115705,17,14782,10358,3,TRUE,"BOT_CARRY"
"441",4696594726,"10.20.338.336",111,3,1,11,19694,46,8429,7192,7,TRUE,"SUP"
"442",4696671645,"10.20.338.336",81,5,4,11,207417,53,12879,15083,3,TRUE,"BOT_CARRY"
"443",4696671645,"10.20.338.336",98,4,8,17,27986,123,21134,9465,11,TRUE,"SUP"
"444",4696694996,"10.20.338.336",25,6,3,29,31965,55,22973,10933,6,TRUE,"SUP"
"445",4696710191,"10.20.338.336",145,8,5,7,130102,13,15669,11790,2,TRUE,"BOT_CARRY"
"446",4696710191,"10.20.338.336",111,1,2,13,24442,39,10519,6707,2,TRUE,"SUP"
"447",4696755504,"10.20.338.336",163,6,6,24,40949,70,17257,10597,11,TRUE,"SUP"
"448",4696755504,"10.20.338.336",360,12,7,9,179257,25,22556,14813,0,TRUE,"BOT_CARRY"
"449",4696758251,"10.20.338.336",412,1,3,22,20039,30,12594,7802,2,TRUE,"SUP"
"450",4696791882,"10.20.338.336",432,0,3,7,16118,54,6734,5326,5,TRUE,"SUP"
"451",4696791882,"10.20.338.336",81,3,2,4,120819,18,10770,10160,2,TRUE,"BOT_CARRY"
"452",4696796793,"10.20.338.336",50,3,9,9,30059,71,23150,7008,2,TRUE,"SUP"
"453",4696796793,"10.20.338.336",202,6,5,10,120316,27,10379,11205,4,TRUE,"BOT_CARRY"
"454",4696823999,"10.20.338.336",98,2,1,10,18704,47,9342,6753,3,TRUE,"SUP"
"455",4696823999,"10.20.338.336",81,4,2,9,129224,21,9478,10829,0,TRUE,"BOT_CARRY"
"456",4696923758,"10.20.338.336",875,5,7,10,21481,51,20269,7474,11,TRUE,"SUP"
"457",4696923758,"10.20.338.336",61,9,1,16,132951,16,10752,13021,3,TRUE,"BOT_CARRY"
"458",4696939715,"10.20.338.336",202,9,1,6,85253,24,9759,9979,3,TRUE,"BOT_CARRY"
"459",4696939715,"10.20.338.336",80,3,7,13,25983,56,13680,6294,11,TRUE,"SUP"
"460",4696994170,"10.20.338.336",115,7,2,18,177118,15,9525,13933,5,TRUE,"BOT_CARRY"
"461",4696994170,"10.20.338.336",80,3,8,10,39264,80,17184,8010,11,TRUE,"SUP"
"462",4697039278,"10.20.338.336",81,11,4,7,172774,17,16263,13835,1,TRUE,"BOT_CARRY"
"463",4697039278,"10.20.338.336",497,3,2,15,21904,64,12839,9077,12,TRUE,"SUP"
"464",4697111512,"10.20.338.336",350,1,2,12,13878,35,4700,6350,4,TRUE,"SUP"
"465",4697111512,"10.20.338.336",81,3,4,5,106018,19,10851,10081,2,TRUE,"BOT_CARRY"
"466",4697253244,"10.20.338.336",555,7,3,14,24721,56,11057,12661,5,TRUE,"SUP"
"467",4697371777,"10.20.338.336",202,8,5,10,217679,32,14993,14573,7,TRUE,"BOT_CARRY"
"468",4697371777,"10.20.338.336",111,1,6,14,21289,85,13835,7719,14,TRUE,"SUP"
"469",4697417203,"10.20.338.336",81,0,2,5,96876,9,9062,8217,1,TRUE,"BOT_CARRY"
"470",4697417203,"10.20.338.336",432,2,1,14,21266,70,8524,7422,6,TRUE,"SUP"
"471",4697422213,"10.20.338.336",360,9,4,10,171311,20,20294,14044,2,TRUE,"BOT_CARRY"
"472",4697422213,"10.20.338.336",35,7,5,8,24845,66,18069,9883,9,TRUE,"SUP"
"473",4697485679,"10.20.338.336",412,1,3,19,22363,66,11812,7689,7,TRUE,"SUP"
"474",4697485679,"10.20.338.336",22,8,1,15,184385,33,8549,14172,3,TRUE,"BOT_CARRY"
"475",4697493548,"10.20.338.336",235,7,7,24,130966,27,28784,13936,3,TRUE,"BOT_CARRY"
"476",4697493548,"10.20.338.336",432,0,7,26,32367,100,25720,8281,12,TRUE,"SUP"
"477",4697572979,"10.20.338.336",79,1,6,27,47029,92,25870,9865,8,TRUE,"SUP"
"478",4697572979,"10.20.338.336",22,7,5,18,190585,63,17926,15791,6,TRUE,"BOT_CARRY"
"479",4697685333,"10.20.338.336",497,5,2,16,32281,48,10528,8523,8,TRUE,"SUP"
"480",4697685333,"10.20.338.336",61,7,0,14,130689,32,11098,12481,1,TRUE,"BOT_CARRY"
"481",4697687708,"10.20.338.336",432,1,7,22,23227,57,18563,8016,11,TRUE,"SUP"
"482",4697687708,"10.20.338.336",236,16,7,9,164172,24,23512,15740,4,TRUE,"BOT_CARRY"
"483",4697719579,"10.20.338.336",777,10,2,9,174211,25,16937,15070,1,TRUE,"BOT_CARRY"
"484",4697719579,"10.20.338.336",875,7,4,9,40750,64,20403,10266,10,TRUE,"SUP"
"485",4697870717,"10.20.338.336",432,0,2,15,27549,48,12471,6754,2,TRUE,"SUP"
"486",4697870717,"10.20.338.336",202,9,3,9,150911,13,15726,11914,1,TRUE,"BOT_CARRY"
"487",4698465643,"10.20.338.336",202,5,4,15,90937,13,11504,9404,1,TRUE,"BOT_CARRY"
"488",4698465643,"10.20.338.336",111,1,6,19,21500,53,11843,6501,3,TRUE,"SUP"
"489",4698469747,"10.20.338.336",360,12,7,11,299584,26,43127,19818,2,TRUE,"BOT_CARRY"
"490",4698469747,"10.20.338.336",432,4,3,30,50836,153,22992,12120,12,TRUE,"SUP"
"491",4698623263,"10.20.338.336",40,1,7,20,34384,80,17204,7853,9,TRUE,"SUP"
"492",4698623263,"10.20.338.336",81,6,6,11,130967,13,19459,11486,1,TRUE,"BOT_CARRY"
"493",4698710301,"10.20.338.336",555,2,5,4,20976,42,11098,7213,5,TRUE,"SUP"
"494",4698710301,"10.20.338.336",235,1,3,8,59156,18,8230,8214,5,TRUE,"BOT_CARRY"
"495",4698876834,"10.20.338.336",40,1,5,19,11092,51,9794,7121,7,TRUE,"SUP"
"496",4698964176,"10.20.338.336",80,2,9,12,37618,87,19195,7659,8,TRUE,"SUP"
"497",4698964176,"10.20.338.336",202,5,6,8,130823,9,16329,11344,3,TRUE,"BOT_CARRY"
"498",4699465879,"10.20.338.336",111,1,3,7,16538,55,11176,6064,9,TRUE,"SUP"
"499",4699700748,"10.20.338.336",61,7,5,1,168427,26,13759,13402,6,TRUE,"BOT_CARRY"
"500",4699700748,"10.20.338.336",350,2,3,16,13144,44,6996,7665,0,TRUE,"SUP"
"501",4699765845,"10.20.338.336",875,3,2,11,19979,60,17173,7471,8,TRUE,"SUP"
"502",4699765845,"10.20.338.336",202,2,0,8,134115,23,9008,9971,4,TRUE,"BOT_CARRY"
"503",4699766295,"10.20.338.336",432,1,3,15,17899,41,9809,6037,4,TRUE,"SUP"
"504",4700504578,"10.20.338.336",432,0,1,18,23532,105,13362,7465,8,TRUE,"SUP"
"505",4700504578,"10.20.338.336",81,3,4,14,163713,14,20661,11375,2,TRUE,"BOT_CARRY"
"506",4700605838,"10.20.338.336",61,4,2,11,163734,33,11875,12345,4,TRUE,"BOT_CARRY"
"507",4700605838,"10.20.338.336",80,6,6,15,53635,90,20228,10271,14,TRUE,"SUP"
"508",4700630436,"10.20.338.336",40,2,4,13,21334,47,9592,6811,4,TRUE,"SUP"
"509",4700760024,"10.20.338.336",22,4,7,14,154452,40,19607,13411,4,TRUE,"BOT_CARRY"
"510",4700760024,"10.20.338.336",117,1,4,21,18709,87,12757,8664,10,TRUE,"SUP"
"511",4700769761,"10.20.338.336",223,1,2,11,21970,50,18850,7094,6,TRUE,"SUP"
"512",4700769761,"10.20.338.336",22,6,2,12,182212,44,15186,13104,6,TRUE,"BOT_CARRY"
"513",4700836186,"10.20.338.336",202,3,0,6,98184,13,4862,9395,2,TRUE,"BOT_CARRY"
"514",4700836186,"10.20.338.336",432,2,2,11,20704,56,6817,6176,7,TRUE,"SUP"
"515",4700880596,"10.20.338.336",412,3,6,14,21090,27,12068,7252,7,TRUE,"SUP"
"516",4700880596,"10.20.338.336",236,10,6,11,103018,14,16005,11971,2,TRUE,"BOT_CARRY"
"517",4701218010,"10.20.338.336",202,13,0,8,245183,37,13845,17261,8,TRUE,"BOT_CARRY"
"518",4701218010,"10.20.338.336",53,0,6,10,19684,100,21151,8665,20,TRUE,"SUP"
"519",4701222732,"10.20.338.336",134,2,5,7,86688,20,10429,7719,8,TRUE,"BOT_CARRY"
"520",4701222732,"10.20.338.336",80,6,2,8,33640,63,9297,7721,4,TRUE,"SUP"
"521",4701279380,"10.20.338.336",51,6,5,9,249549,48,20943,15880,4,TRUE,"BOT_CARRY"
"522",4701279380,"10.20.338.336",98,2,6,16,23634,91,21681,8928,16,TRUE,"SUP"
"523",4701401193,"10.20.338.336",25,1,1,13,25397,66,12530,8008,8,TRUE,"SUP"
"524",4701430310,"10.20.338.336",89,1,6,16,20746,36,13100,6685,8,TRUE,"SUP"
"525",4701430310,"10.20.338.336",429,14,4,4,100393,10,11722,12963,0,TRUE,"BOT_CARRY"
"526",4701550803,"10.20.338.336",22,12,3,4,226073,35,14093,16741,3,TRUE,"BOT_CARRY"
"527",4701550803,"10.20.338.336",875,0,2,15,34987,85,20255,8370,10,TRUE,"SUP"
"528",4701596529,"10.20.338.336",202,11,3,5,138697,13,14103,11320,1,TRUE,"BOT_CARRY"
"529",4701596529,"10.20.338.336",412,2,4,14,19468,53,11747,6623,13,TRUE,"SUP"
"530",4702045233,"10.20.338.336",12,2,3,11,11764,37,12066,5745,8,TRUE,"SUP"
